Experiment Phase,Preprocessing Version,Scenario ID,Scenario Name,Candidate Role,Candidate ID,Method,K,Sampling Seed,N Companies,Common-Space Silhouette Score,Evaluation Coverage
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10004,1320,0.22999879889073718,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10005,1320,0.21306666308246092,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10006,1320,0.23120748733724547,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10007,1321,0.2364371124005959,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10008,1320,0.2277436234750246,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10009,1321,0.2027548807163292,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10010,1321,0.2421037221204296,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10011,1320,0.21421332375364832,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10012,1321,0.24315501344316998,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10013,1320,0.2098541672598137,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10014,1320,0.21489403422558057,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10015,1320,0.18666484039989742,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10016,1320,0.24631544080448525,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10017,1320,0.20640566247706887,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10018,1320,0.2245195512911199,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,Full-assignment candidate,Full Assignment|Gaussian Mixture,Gaussian Mixture,2,10019,1321,0.2225858420874667,1.0
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10000,1320,0.6671238689351576,0.9204545454545454
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10001,1322,0.651318746191629,0.9092284417549168
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10002,1321,0.6497711721993571,0.9235427706283119
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10003,1321,0.6369636223658551,0.9364118092354277
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10004,1320,0.6708096034020308,0.9340909090909091
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10005,1320,0.6625990274658148,0.9303030303030303
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10006,1320,0.6230679317730488,0.925
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10007,1321,0.6562263125052288,0.9447388342165026
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10008,1320,0.6408666198309704,0.9356060606060606
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10009,1321,0.5997331141510581,0.9288417865253595
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10010,1321,0.6518165764674885,0.9333838001514004
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10011,1320,0.6083583096822474,0.9363636363636364
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10012,1321,0.6635764955498945,0.9371688115064345
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10013,1320,0.6439564386318573,0.9401515151515152
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10014,1320,0.6101841753328678,0.8954545454545455
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10015,1320,0.6502808901567154,0.9136363636363637
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10016,1320,0.6676401785806804,0.9303030303030303
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10017,1320,0.6231045248319723,0.9325757575757576
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10018,1320,0.6316610904407844,0.9348484848484848
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=15,HDBSCAN,2,10019,1321,0.6108114799277258,0.9492808478425435
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10000,1320,0.664199771112798,0.9075757575757576
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10001,1322,0.3223404343665367,0.8645990922844176
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10002,1321,0.650316821700408,0.9031037093111279
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10003,1321,0.6301755340770158,0.9507948523845572
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10004,1320,0.6651736328711108,0.9333333333333333
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10005,1320,0.3692072881579881,0.843939393939394
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10006,1320,0.6101653163319214,0.9
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10007,1321,0.6580132674082986,0.9356548069644209
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10008,1320,0.2902916834603074,0.5931818181818181
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10009,1321,0.3450202784662862,0.8395155185465556
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10010,1321,0.655054251861982,0.9144587433762301
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10011,1320,0.6102997056749526,0.9287878787878788
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10012,1321,0.6420429195760292,0.9371688115064345
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10013,1320,0.6536079345402022,0.918939393939394
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10014,1320,0.5923278077096525,0.9234848484848485
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10015,1320,0.6408906156682393,0.9106060606060606
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10016,1320,0.6821059808260169,0.8878787878787879
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10017,1320,0.6216549873428305,0.9212121212121213
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10018,1320,0.6275517645938012,0.9371212121212121
Canonical cross-cohort robustness,scenario_pipeline_v3_economic_validity,non_financial_large_cap_revenue_1b,Non-financial companies with revenue >= $1B,HDBSCAN Pareto representative,HDBSCAN|mcs=10|ms=5,HDBSCAN,2,10019,1321,0.6151829278974641,0.9371688115064345
